window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	1000	501	344.0	1.000000	-0.029062
1001	2000	1501	451.0	-0.999479	0.361656
2001	3000	2501	375.0	-0.998957	0.095420
3001	4000	3501	323.0	-0.998436	-0.119937
4001	5000	4501	276.0	-0.997914	-0.346803
5001	6000	5501	279.0	-0.997393	-0.331206
6001	7000	6501	307.0	-0.996872	-0.193232
7001	8000	7501	275.0	-0.996350	-0.352039
8001	9000	8501	342.0	-0.995829	-0.037475
9001	10000	9501	365.0	-0.995308	0.056425
10001	11000	10501	408.0	-0.994786	0.217098
11001	12000	11501	423.0	-0.994265	0.269187
12001	13000	12501	400.0	-0.993743	0.188529
13001	14000	13501	363.0	-0.993222	0.048499
14001	15000	14501	446.0	-0.992701	0.345573
15001	16000	15501	478.0	-0.992179	0.445540
16001	17000	16501	431.0	-0.991658	0.296217
17001	18000	17501	436.0	-0.991137	0.312857
18001	19000	18501	360.0	-0.990615	0.036526
19001	20000	19501	316.0	-0.990094	-0.151546
20001	21000	20501	307.0	-0.989572	-0.193232
21001	22000	21501	317.0	-0.989051	-0.146988
22001	23000	22501	365.0	-0.988530	0.056425
23001	24000	23501	417.0	-0.988008	0.248576
24001	25000	24501	479.0	-0.987487	0.448555
25001	26000	25501	476.0	-0.986966	0.439491
26001	27000	26501	409.0	-0.986444	0.220630
27001	28000	27501	361.0	-0.985923	0.040528
28001	29000	28501	385.0	-0.985401	0.133387
29001	30000	29501	425.0	-0.984880	0.275992
30001	31000	30501	373.0	-0.984359	0.087705
31001	32000	31501	345.0	-0.983837	-0.024875
32001	33000	32501	339.0	-0.983316	-0.050186
33001	34000	33501	371.0	-0.982795	0.079948
34001	35000	34501	303.0	-0.982273	-0.212153
35001	36000	35501	348.0	-0.981752	-0.012384
36001	37000	36501	327.0	-0.981230	-0.102180
37001	38000	37501	318.0	-0.980709	-0.142444
38001	39000	38501	400.0	-0.980188	0.188529
39001	40000	39501	326.0	-0.979666	-0.106599
40001	41000	40501	318.0	-0.979145	-0.142444
41001	42000	41501	342.0	-0.978624	-0.037475
42001	43000	42501	354.0	-0.978102	0.012278
43001	44000	43501	321.0	-0.977581	-0.128898
44001	45000	44501	433.0	-0.977059	0.302896
45001	46000	45501	335.0	-0.976538	-0.067310
46001	47000	46501	322.0	-0.976017	-0.124410
47001	48000	47501	374.0	-0.975495	0.091567
48001	49000	48501	318.0	-0.974974	-0.142444
49001	50000	49501	346.0	-0.974453	-0.020699
50001	51000	50501	370.0	-0.973931	0.076054
51001	52000	51501	262.0	-0.973410	-0.421904
52001	53000	52501	273.0	-0.972888	-0.362570
53001	54000	53501	288.0	-0.972367	-0.285402
54001	55000	54501	303.0	-0.971846	-0.212153
55001	56000	55501	303.0	-0.971324	-0.212153
56001	57000	56501	266.0	-0.970803	-0.400045
57001	58000	57501	446.0	-0.970282	0.345573
58001	59000	58501	398.0	-0.969760	0.181297
59001	60000	59501	366.0	-0.969239	0.060373
60001	61000	60501	350.0	-0.968717	-0.004116
61001	62000	61501	358.0	-0.968196	0.028489
62001	63000	62501	329.0	-0.967675	-0.093383
63001	64000	63501	295.0	-0.967153	-0.250756
64001	65000	64501	358.0	-0.966632	0.028489
65001	66000	65501	285.0	-0.966111	-0.300509
66001	67000	66501	270.0	-0.965589	-0.378512
67001	68000	67501	314.0	-0.965068	-0.160706
68001	69000	68501	372.0	-0.964546	0.083832
69001	70000	69501	446.0	-0.964025	0.345573
70001	71000	70501	503.0	-0.963504	0.519087
71001	72000	71501	417.0	-0.962982	0.248576
72001	73000	72501	353.0	-0.962461	0.008197
73001	74000	73501	383.0	-0.961940	0.125873
74001	75000	74501	375.0	-0.961418	0.095420
75001	76000	75501	379.0	-0.960897	0.110727
76001	77000	76501	372.0	-0.960375	0.083832
77001	78000	77501	490.0	-0.959854	0.481311
78001	79000	78501	445.0	-0.959333	0.342334
79001	80000	79501	432.0	-0.958811	0.299560
80001	81000	80501	393.0	-0.958290	0.163058
81001	82000	81501	367.0	-0.957769	0.064309
82001	83000	82501	332.0	-0.957247	-0.080288
83001	84000	83501	333.0	-0.956726	-0.075949
84001	85000	84501	378.0	-0.956204	0.106915
85001	86000	85501	320.0	-0.955683	-0.133399
86001	87000	86501	326.0	-0.955162	-0.106599
87001	88000	87501	314.0	-0.954640	-0.160706
88001	89000	88501	398.0	-0.954119	0.181297
89001	90000	89501	399.0	-0.953597	0.184918
90001	91000	90501	399.0	-0.953076	0.184918
91001	92000	91501	411.0	-0.952555	0.227667
92001	93000	92501	421.0	-0.952033	0.262349
93001	94000	93501	371.0	-0.951512	0.079948
94001	95000	94501	413.0	-0.950991	0.234671
95001	96000	95501	369.0	-0.950469	0.072150
96001	97000	96501	381.0	-0.949948	0.118320
97001	98000	97501	372.0	-0.949426	0.083832
98001	99000	98501	351.0	-0.948905	0.000000
99001	100000	99501	358.0	-0.948384	0.028489
100001	101000	100501	347.0	-0.947862	-0.016535
101001	102000	101501	331.0	-0.947341	-0.084640
102001	103000	102501	373.0	-0.946820	0.087705
103001	104000	103501	414.0	-0.946298	0.238160
104001	105000	104501	408.0	-0.945777	0.217098
105001	106000	105501	368.0	-0.945255	0.068235
106001	107000	106501	476.0	-0.944734	0.439491
107001	108000	107501	443.0	-0.944213	0.335836
108001	109000	108501	369.0	-0.943691	0.072150
109001	110000	109501	446.0	-0.943170	0.345573
110001	111000	110501	399.0	-0.942649	0.184918
111001	112000	111501	367.0	-0.942127	0.064309
112001	113000	112501	354.0	-0.941606	0.012278
113001	114000	113501	342.0	-0.941084	-0.037475
114001	115000	114501	307.0	-0.940563	-0.193232
115001	116000	115501	435.0	-0.940042	0.309544
116001	117000	116501	361.0	-0.939520	0.040528
117001	118000	117501	352.0	-0.938999	0.004104
118001	119000	118501	397.0	-0.938478	0.177668
119001	120000	119501	344.0	-0.937956	-0.029062
120001	121000	120501	462.0	-0.937435	0.396422
121001	122000	121501	390.0	-0.936913	0.152003
122001	123000	122501	321.0	-0.936392	-0.128898
123001	124000	123501	371.0	-0.935871	0.079948
124001	125000	124501	384.0	-0.935349	0.129635
125001	126000	125501	288.0	-0.934828	-0.285402
126001	127000	126501	355.0	-0.934307	0.016348
127001	128000	127501	469.0	-0.933785	0.418117
128001	129000	128501	421.0	-0.933264	0.262349
129001	130000	129501	376.0	-0.932742	0.099262
130001	131000	130501	335.0	-0.932221	-0.067310
131001	132000	131501	400.0	-0.931700	0.188529
132001	133000	132501	387.0	-0.931178	0.140863
133001	134000	133501	354.0	-0.930657	0.012278
134001	135000	134501	385.0	-0.930136	0.133387
135001	136000	135501	344.0	-0.929614	-0.029062
136001	137000	136501	339.0	-0.929093	-0.050186
137001	138000	137501	376.0	-0.928571	0.099262
138001	139000	138501	377.0	-0.928050	0.103093
139001	140000	139501	317.0	-0.927529	-0.146988
140001	141000	140501	394.0	-0.927007	0.166725
141001	142000	141501	325.0	-0.926486	-0.111031
142001	143000	142501	286.0	-0.925965	-0.295456
143001	144000	143501	349.0	-0.925443	-0.008244
144001	145000	144501	467.0	-0.924922	0.411952
145001	146000	145501	425.0	-0.924400	0.275992
146001	147000	146501	361.0	-0.923879	0.040528
147001	148000	147501	334.0	-0.923358	-0.071623
148001	149000	148501	327.0	-0.922836	-0.102180
