window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	10000	5001	4115.0	-0.995710	0.019057
10001	20000	15001	4653.0	-0.987422	0.196326
20001	30000	25001	4565.0	-0.979135	0.168780
30001	40000	35001	4070.0	-0.970848	0.003194
40001	50000	45001	4492.0	-0.962561	0.145523
50001	60000	55001	4825.0	-0.954274	0.248694
60001	70000	65001	4466.0	-0.945986	0.137148
70001	80000	75001	4354.0	-0.937699	0.100506
80001	90000	85001	4272.0	-0.929412	0.073077
90001	100000	95001	3973.0	-0.921125	-0.031606
100001	110000	105001	4154.0	-0.912837	0.032666
110001	120000	115001	3757.0	-0.904550	-0.112254
120001	130000	125001	4059.0	-0.896263	-0.000711
130001	140000	135001	3371.0	-0.887976	-0.268658
140001	150000	145001	4046.0	-0.879689	-0.005339
150001	160000	155001	3931.0	-0.871401	-0.046939
160001	170000	165001	3767.0	-0.863114	-0.108419
170001	180000	175001	3870.0	-0.854827	-0.069501
180001	190000	185001	4191.0	-0.846540	0.045459
190001	200000	195001	3949.0	-0.838252	-0.040348
200001	210000	205001	4515.0	-0.829965	0.152891
210001	220000	215001	4204.0	-0.821678	0.049928
220001	230000	225001	4464.0	-0.813391	0.136502
230001	240000	235001	4209.0	-0.805104	0.051642
240001	250000	245001	3933.0	-0.796816	-0.046205
250001	260000	255001	3712.0	-0.788529	-0.129638
260001	270000	265001	4399.0	-0.780242	0.115341
270001	280000	275001	4271.0	-0.771955	0.072739
280001	290000	285001	4370.0	-0.763667	0.105798
290001	300000	295001	3777.0	-0.755380	-0.104594
300001	310000	305001	3705.0	-0.747093	-0.132361
310001	320000	315001	3949.0	-0.738806	-0.040348
320001	330000	325001	3915.0	-0.730519	-0.052823
330001	340000	335001	4076.0	-0.722231	0.005319
340001	350000	345001	4100.0	-0.713944	0.013789
350001	360000	355001	4136.0	-0.705657	0.026401
360001	370000	365001	4265.0	-0.697370	0.070711
370001	380000	375001	3980.0	-0.689082	-0.029067
380001	390000	385001	3891.0	-0.680795	-0.061694
390001	400000	395001	4007.0	-0.672508	-0.019313
400001	410000	405001	4080.0	-0.664221	0.006734
410001	420000	415001	4115.0	-0.655934	0.019057
420001	430000	425001	3836.0	-0.647646	-0.082232
430001	440000	435001	4016.0	-0.639359	-0.016076
440001	450000	445001	4277.0	-0.631072	0.074764
450001	460000	455001	3987.0	-0.622785	-0.026531
460001	470000	465001	3954.0	-0.614498	-0.038522
470001	480000	475001	4242.0	-0.606210	0.062910
480001	490000	485001	4069.0	-0.597923	0.002839
490001	500000	495001	4095.0	-0.589636	0.012028
500001	510000	505001	3804.0	-0.581349	-0.094318
510001	520000	515001	3910.0	-0.573061	-0.054666
520001	530000	525001	4034.0	-0.564774	-0.009624
530001	540000	535001	4310.0	-0.556487	0.085853
540001	550000	545001	4236.0	-0.548200	0.060868
550001	560000	555001	4215.0	-0.539913	0.053698
560001	570000	565001	4037.0	-0.531625	-0.008551
570001	580000	575001	3818.0	-0.523338	-0.089018
580001	590000	585001	3661.0	-0.515051	-0.149597
590001	600000	595001	3958.0	-0.506764	-0.037063
600001	610000	605001	3928.0	-0.498476	-0.048040
