window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	1000	501	316.0	0.998198	-0.143302
1001	2000	1501	421.0	0.999099	0.270593
2001	3000	2501	347.0	1.000000	-0.008291
3001	4000	3501	322.0	-0.999690	-0.116166
4001	5000	4501	334.0	-0.999380	-0.063379
5001	6000	5501	383.0	-0.999070	0.134117
6001	7000	6501	322.0	-0.998760	-0.116166
7001	8000	7501	243.0	-0.998450	-0.522271
8001	9000	8501	227.0	-0.998140	-0.620535
9001	10000	9501	328.0	-0.997830	-0.089531
10001	11000	10501	284.0	-0.997520	-0.297336
11001	12000	11501	320.0	-0.997210	-0.125155
12001	13000	12501	283.0	-0.996900	-0.302425
13001	14000	13501	314.0	-0.996590	-0.152462
14001	15000	14501	297.0	-0.996280	-0.232764
15001	16000	15501	301.0	-0.995970	-0.213464
16001	17000	16501	284.0	-0.995660	-0.297336
17001	18000	17501	282.0	-0.995350	-0.307532
18001	19000	18501	272.0	-0.995040	-0.359620
19001	20000	19501	275.0	-0.994730	-0.343795
20001	21000	20501	398.0	-0.994420	0.189541
21001	22000	21501	343.0	-0.994110	-0.025018
22001	23000	22501	376.0	-0.993800	0.107506
23001	24000	23501	325.0	-0.993490	-0.102787
24001	25000	24501	249.0	-0.993180	-0.487081
25001	26000	25501	238.0	-0.992870	-0.552265
26001	27000	26501	309.0	-0.992560	-0.175620
27001	28000	27501	328.0	-0.992250	-0.089531
28001	29000	28501	386.0	-0.991940	0.145374
29001	30000	29501	255.0	-0.991631	-0.452730
30001	31000	30501	356.0	-0.991321	0.028650
31001	32000	31501	334.0	-0.991011	-0.063379
32001	33000	32501	264.0	-0.990701	-0.402689
33001	34000	33501	331.0	-0.990391	-0.076396
34001	35000	34501	246.0	-0.990081	-0.504569
35001	36000	35501	228.0	-0.989771	-0.614193
36001	37000	36501	240.0	-0.989461	-0.540193
37001	38000	37501	288.0	-0.989151	-0.277158
38001	39000	38501	280.0	-0.988841	-0.317800
39001	40000	39501	309.0	-0.988531	-0.175620
40001	41000	40501	321.0	-0.988221	-0.120654
41001	42000	41501	264.0	-0.987911	-0.402689
42001	43000	42501	253.0	-0.987601	-0.464090
43001	44000	43501	306.0	-0.987291	-0.189695
44001	45000	44501	283.0	-0.986981	-0.302425
45001	46000	45501	312.0	-0.986671	-0.161681
46001	47000	46501	253.0	-0.986361	-0.464090
47001	48000	47501	260.0	-0.986051	-0.424715
48001	49000	48501	370.0	-0.985741	0.084298
49001	50000	49501	264.0	-0.985431	-0.402689
50001	51000	50501	263.0	-0.985121	-0.408164
51001	52000	51501	272.0	-0.984811	-0.359620
52001	53000	52501	349.0	-0.984501	0.000000
53001	54000	53501	291.0	-0.984191	-0.262208
54001	55000	54501	271.0	-0.983881	-0.364934
55001	56000	55501	306.0	-0.983571	-0.189695
56001	57000	56501	395.0	-0.983261	0.178626
57001	58000	57501	292.0	-0.982951	-0.257259
58001	59000	58501	375.0	-0.982641	0.103664
59001	60000	59501	319.0	-0.982331	-0.129671
60001	61000	60501	269.0	-0.982021	-0.375621
61001	62000	61501	285.0	-0.981711	-0.292265
62001	63000	62501	307.0	-0.981401	-0.184988
63001	64000	63501	297.0	-0.981091	-0.232764
64001	65000	64501	409.0	-0.980781	0.228874
65001	66000	65501	371.0	-0.980471	0.088192
66001	67000	66501	344.0	-0.980161	-0.020818
67001	68000	67501	311.0	-0.979851	-0.166312
68001	69000	68501	390.0	-0.979541	0.160247
69001	70000	69501	435.0	-0.979231	0.317788
70001	71000	70501	363.0	-0.978921	0.056743
71001	72000	71501	333.0	-0.978611	-0.067705
72001	73000	72501	271.0	-0.978301	-0.364934
73001	74000	73501	387.0	-0.977991	0.149107
74001	75000	74501	372.0	-0.977681	0.092076
75001	76000	75501	272.0	-0.977371	-0.359620
76001	77000	76501	306.0	-0.977061	-0.189695
77001	78000	77501	285.0	-0.976751	-0.292265
78001	79000	78501	311.0	-0.976441	-0.166312
79001	80000	79501	276.0	-0.976131	-0.338559
80001	81000	80501	289.0	-0.975821	-0.272158
81001	82000	81501	317.0	-0.975511	-0.138744
82001	83000	82501	247.0	-0.975201	-0.498716
83001	84000	83501	298.0	-0.974892	-0.227915
84001	85000	84501	341.0	-0.974582	-0.033455
85001	86000	85501	295.0	-0.974272	-0.242512
86001	87000	86501	337.0	-0.973962	-0.050478
