window_start	window_end	window_mid	raw_count	norm_position	log2_ratio
1	1000	501	301.0	0.998198	-0.242114
1001	2000	1501	369.0	0.999099	0.051744
2001	3000	2501	345.0	1.000000	-0.045281
3001	4000	3501	322.0	-0.999690	-0.144817
4001	5000	4501	300.0	-0.999380	-0.246915
5001	6000	5501	340.0	-0.999070	-0.066342
6001	7000	6501	415.0	-0.998760	0.221234
7001	8000	7501	411.0	-0.998450	0.207261
8001	9000	8501	357.0	-0.998140	0.004047
9001	10000	9501	460.0	-0.997830	0.369757
10001	11000	10501	342.0	-0.997520	-0.057881
11001	12000	11501	421.0	-0.997210	0.241943
12001	13000	12501	362.0	-0.996900	0.024112
13001	14000	13501	402.0	-0.996590	0.175318
14001	15000	14501	338.0	-0.996280	-0.074854
15001	16000	15501	399.0	-0.995970	0.164512
16001	17000	16501	355.0	-0.995660	-0.004058
17001	18000	17501	378.0	-0.995350	0.086509
18001	19000	18501	339.0	-0.995040	-0.070592
19001	20000	19501	369.0	-0.994730	0.051744
20001	21000	20501	541.0	-0.994420	0.603751
21001	22000	21501	484.0	-0.994110	0.443130
22001	23000	22501	415.0	-0.993800	0.221234
23001	24000	23501	362.0	-0.993490	0.024112
24001	25000	24501	391.0	-0.993180	0.135291
25001	26000	25501	369.0	-0.992870	0.051744
26001	27000	26501	405.0	-0.992560	0.186045
27001	28000	27501	400.0	-0.992250	0.168123
28001	29000	28501	402.0	-0.991940	0.175318
29001	30000	29501	358.0	-0.991631	0.008082
30001	31000	30501	413.0	-0.991321	0.214265
31001	32000	31501	355.0	-0.991011	-0.004058
32001	33000	32501	324.0	-0.990701	-0.135883
33001	34000	33501	386.0	-0.990391	0.116724
34001	35000	34501	357.0	-0.990081	0.004047
35001	36000	35501	357.0	-0.989771	0.004047
36001	37000	36501	408.0	-0.989461	0.196692
37001	38000	37501	412.0	-0.989151	0.210767
38001	39000	38501	321.0	-0.988841	-0.149304
39001	40000	39501	351.0	-0.988531	-0.020406
40001	41000	40501	352.0	-0.988221	-0.016302
41001	42000	41501	379.0	-0.987911	0.090321
42001	43000	42501	406.0	-0.987601	0.189602
43001	44000	43501	378.0	-0.987291	0.086509
44001	45000	44501	357.0	-0.986981	0.004047
45001	46000	45501	352.0	-0.986671	-0.016302
46001	47000	46501	386.0	-0.986361	0.116724
47001	48000	47501	357.0	-0.986051	0.004047
48001	49000	48501	377.0	-0.985741	0.082687
49001	50000	49501	355.0	-0.985431	-0.004058
50001	51000	50501	319.0	-0.985121	-0.158321
51001	52000	51501	337.0	-0.984811	-0.079129
52001	53000	52501	394.0	-0.984501	0.146318
53001	54000	53501	333.0	-0.984191	-0.096355
54001	55000	54501	265.0	-0.983881	-0.425885
55001	56000	55501	338.0	-0.983571	-0.074854
56001	57000	56501	363.0	-0.983261	0.028092
57001	58000	57501	301.0	-0.982951	-0.242114
58001	59000	58501	419.0	-0.982641	0.235073
59001	60000	59501	310.0	-0.982331	-0.199609
60001	61000	60501	305.0	-0.982021	-0.223068
61001	62000	61501	313.0	-0.981711	-0.185715
62001	63000	62501	367.0	-0.981401	0.043903
63001	64000	63501	337.0	-0.981091	-0.079129
64001	65000	64501	503.0	-0.980781	0.498681
65001	66000	65501	348.0	-0.980471	-0.032790
66001	67000	66501	295.0	-0.980161	-0.271162
67001	68000	67501	329.0	-0.979851	-0.113790
68001	69000	68501	372.0	-0.979541	0.063425
69001	70000	69501	441.0	-0.979231	0.308901
70001	71000	70501	424.0	-0.978921	0.252187
71001	72000	71501	392.0	-0.978611	0.138976
72001	73000	72501	353.0	-0.978301	-0.012209
73001	74000	73501	396.0	-0.977991	0.153623
74001	75000	74501	359.0	-0.977681	0.012107
75001	76000	75501	316.0	-0.977371	-0.171953
76001	77000	76501	327.0	-0.977061	-0.122587
77001	78000	77501	317.0	-0.976751	-0.167394
78001	79000	78501	351.0	-0.976441	-0.020406
79001	80000	79501	332.0	-0.976131	-0.100694
80001	81000	80501	295.0	-0.975821	-0.271162
81001	82000	81501	353.0	-0.975511	-0.012209
82001	83000	82501	282.0	-0.975201	-0.336182
83001	84000	83501	305.0	-0.974892	-0.223068
84001	85000	84501	366.0	-0.974582	0.039966
85001	86000	85501	365.0	-0.974272	0.036019
86001	87000	86501	315.0	-0.973962	-0.176525
87001	88000	87501	322.0	-0.973652	-0.144817
88001	89000	88501	302.0	-0.973342	-0.237329
89001	90000	89501	378.0	-0.973032	0.086509
90001	91000	90501	353.0	-0.972722	-0.012209
91001	92000	91501	431.0	-0.972412	0.275811
92001	93000	92501	363.0	-0.972102	0.028092
93001	94000	93501	352.0	-0.971792	-0.016302
94001	95000	94501	398.0	-0.971482	0.160891
95001	96000	95501	481.0	-0.971172	0.434160
96001	97000	96501	327.0	-0.970862	-0.122587
97001	98000	97501	349.0	-0.970552	-0.028650
98001	99000	98501	326.0	-0.970242	-0.127005
99001	100000	99501	326.0	-0.969932	-0.127005
100001	101000	100501	341.0	-0.969622	-0.062106
101001	102000	101501	347.0	-0.969312	-0.036942
102001	103000	102501	403.0	-0.969002	0.178903
103001	104000	103501	371.0	-0.968692	0.059542
104001	105000	104501	333.0	-0.968382	-0.096355
105001	106000	105501	339.0	-0.968072	-0.070592
106001	107000	106501	315.0	-0.967762	-0.176525
107001	108000	107501	330.0	-0.967452	-0.109411
108001	109000	108501	321.0	-0.967142	-0.149304
109001	110000	109501	368.0	-0.966832	0.047829
110001	111000	110501	365.0	-0.966522	0.036019
111001	112000	111501	340.0	-0.966212	-0.066342
112001	113000	112501	390.0	-0.965902	0.131597
113001	114000	113501	263.0	-0.965592	-0.436814
114001	115000	114501	304.0	-0.965282	-0.227806
115001	116000	115501	336.0	-0.964972	-0.083416
116001	117000	116501	354.0	-0.964662	-0.008128
117001	118000	117501	311.0	-0.964352	-0.194963
118001	119000	118501	299.0	-0.964042	-0.251732
